DATE,Day,Month,Quarter,Year,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,NO. OF  TRADES
13-Feb-25,Thursday,February,Q1,2025,EQ,4850.65,4907.05,4790.00,4849.45,4808.05,4820.40,4852.93,5575.50,3672.00,571526.00,103530.00
12-Feb-25,Wednesday,February,Q1,2025,EQ,4950.00,5000.00,4834.40,4972.35,4855.00,4849.45,4921.97,5575.50,3672.00,813864.00,113955.00
11-Feb-25,Tuesday,February,Q1,2025,EQ,5138.85,5139.50,4954.95,5335.35,4977.95,4972.35,5024.15,5575.50,3672.00,2272410.00,191586.00
10-Feb-25,Monday,February,Q1,2025,EQ,5400.00,5444.90,5307.40,5372.55,5327.80,5335.35,5363.74,5575.50,3672.00,631815.00,83029.00
07-Feb-25,Friday,February,Q1,2025,EQ,5368.65,5399.00,5320.05,5342.00,5391.85,5372.55,5349.58,5575.50,3672.00,604384.00,82257.00
06-Feb-25,Thursday,February,Q1,2025,EQ,5428.10,5445.05,5330.90,5417.20,5350.00,5342.00,5366.36,5575.50,3672.00,361000.00,69431.00
05-Feb-25,Wednesday,February,Q1,2025,EQ,5450.00,5470.00,5351.00,5450.10,5428.10,5417.20,5409.30,5575.50,3672.00,442234.00,56295.00
04-Feb-25,Tuesday,February,Q1,2025,EQ,5536.55,5554.15,5442.00,5485.25,5451.00,5450.10,5488.02,5575.50,3672.00,591631.00,75856.00
03-Feb-25,Monday,February,Q1,2025,EQ,5575.00,5575.50,5406.90,5390.15,5474.00,5485.25,5487.61,5575.50,3672.00,1330533.00,129014.00
01-Feb-25,Saturday,February,Q1,2025,EQ,5214.80,5423.05,5130.10,5194.30,5394.45,5390.15,5307.89,5423.05,3590.05,609534.00,73765.00
31-Jan-25,Friday,January,Q1,2025,EQ,5165.00,5244.00,5145.00,5164.35,5198.25,5194.30,5195.28,5385.70,3590.05,394118.00,46769.00
30-Jan-25,Thursday,January,Q1,2025,EQ,5182.90,5268.00,5140.05,5182.90,5160.00,5164.35,5195.41,5385.70,3590.05,480830.00,66946.00
29-Jan-25,Wednesday,January,Q1,2025,EQ,5080.55,5235.00,5080.55,5105.40,5181.25,5182.90,5188.33,5385.70,3590.05,357310.00,60599.00
28-Jan-25,Tuesday,January,Q1,2025,EQ,5160.00,5194.00,5090.00,5144.50,5100.50,5105.40,5152.72,5385.70,3590.05,603950.00,75657.00
27-Jan-25,Monday,January,Q1,2025,EQ,5190.00,5208.00,5115.60,5206.30,5140.00,5144.50,5149.94,5385.70,3590.05,418597.00,68398.00
24-Jan-25,Friday,January,Q1,2025,EQ,5134.00,5224.50,5115.05,5116.20,5190.25,5206.30,5182.66,5385.70,3562.45,730641.00,77961.00
23-Jan-25,Thursday,January,Q1,2025,EQ,4996.60,5158.00,4977.80,5009.70,5111.00,5116.20,5092.53,5385.70,3562.45,442186.00,73775.00
22-Jan-25,Wednesday,January,Q1,2025,EQ,4980.00,5025.00,4953.20,4969.95,4996.50,5009.70,4992.52,5385.70,3562.45,494734.00,64810.00
21-Jan-25,Tuesday,January,Q1,2025,EQ,5032.35,5080.00,4960.00,5016.75,4968.70,4969.95,5011.12,5385.70,3562.45,416551.00,46004.00
20-Jan-25,Monday,January,Q1,2025,EQ,5012.35,5038.45,4930.00,5012.30,5018.10,5016.75,4998.89,5385.70,3562.45,255315.00,34026.00
17-Jan-25,Friday,January,Q1,2025,EQ,5005.00,5075.40,4998.05,5047.80,5021.25,5012.30,5027.95,5385.70,3562.45,197564.00,25283.00
16-Jan-25,Thursday,January,Q1,2025,EQ,5112.05,5134.10,5034.90,5081.90,5060.95,5047.80,5075.59,5385.70,3562.45,435315.00,50913.00
15-Jan-25,Wednesday,January,Q1,2025,EQ,5037.90,5093.40,5004.20,5029.55,5089.70,5081.90,5060.71,5385.70,3562.45,497259.00,45744.00
14-Jan-25,Tuesday,January,Q1,2025,EQ,4950.05,5041.35,4950.05,4939.10,5033.10,5029.55,5006.42,5385.70,3562.45,448429.00,38762.00
13-Jan-25,Monday,January,Q1,2025,EQ,5010.00,5024.20,4925.60,5058.45,4946.55,4939.10,4958.84,5385.70,3562.45,213093.00,42628.00
10-Jan-25,Friday,January,Q1,2025,EQ,5150.00,5162.70,5040.00,5139.90,5061.45,5058.45,5075.72,5385.70,3562.45,316803.00,52887.00
09-Jan-25,Thursday,January,Q1,2025,EQ,5186.30,5195.85,5105.00,5163.20,5153.55,5139.90,5140.83,5385.70,3562.45,239408.00,53390.00
08-Jan-25,Wednesday,January,Q1,2025,EQ,5212.20,5237.85,5134.30,5177.30,5163.75,5163.20,5171.49,5385.70,3562.45,343162.00,69284.00
07-Jan-25,Tuesday,January,Q1,2025,EQ,5250.10,5292.00,5166.50,5250.10,5175.00,5177.30,5205.63,5385.70,3562.45,439721.00,73865.00
06-Jan-25,Monday,January,Q1,2025,EQ,5310.75,5350.00,5188.45,5310.75,5246.00,5250.10,5257.03,5385.70,3562.45,419050.00,54279.00
03-Jan-25,Friday,January,Q1,2025,EQ,5325.00,5385.70,5270.75,5308.10,5310.00,5310.75,5325.66,5385.70,3562.45,836689.00,79634.00
02-Jan-25,Thursday,January,Q1,2025,EQ,4885.00,5330.00,4867.25,4885.30,5303.00,5308.10,5194.51,5330.00,3562.45,2863478.00,236386.00
01-Jan-25,Wednesday,January,Q1,2025,EQ,4829.00,4906.45,4742.45,4821.90,4867.25,4885.30,4835.92,5105.00,3562.45,290234.00,39120.00
31-Dec-24,Tuesday,December,Q4,2024,EQ,4827.00,4872.40,4810.00,4855.80,4825.00,4821.90,4839.75,5105.00,3562.45,313948.00,33582.00
30-Dec-24,Monday,December,Q4,2024,EQ,4890.00,4904.95,4832.30,4876.90,4850.00,4855.80,4870.85,5105.00,3562.45,242799.00,35170.00
